seqnames	start	end	width	strand	Conc	Conc_WT	Conc_KO	Fold	p.value	FDR
chr9	102181722	102182122	401	*	5.64541770197913	6.45794553804847	3.60867845883986	2.75252595490038	2.89250131962292e-09	1.34013438367896e-08
chr1	38198467	38198867	401	*	5.8953176754879	6.69590796736089	3.94180225493371	2.6597138401576	2.89382453505787e-09	1.34013438367896e-08
chr7	111896279	111896679	401	*	5.90536255727667	6.72457451324475	3.81951717587475	2.75916185673344	2.89456755566058e-09	1.34013438367896e-08
chr7	135749147	135749547	401	*	5.06245487133459	5.92438460582781	2.60867845883986	3.15319711619381	2.89481238930755e-09	1.34013438367896e-08
chr19	56343947	56344347	401	*	5.4692252368347	6.3042930564673	3.25872315026467	2.92305592821125	2.95795363893073e-09	1.36870907001217e-08
chr1	62355503	62355903	401	*	5.43905598794823	6.270426702532	3.25872315026467	2.87931688234458	2.99223751401643e-09	1.3839098502326e-08
chr1	126830455	126830855	401	*	5.66347728156407	6.46935714915769	3.67376064954351	2.68455895787622	3.01454986331818e-09	1.39356189708299e-08
chr5	105400238	105400638	401	*	5.79951970017627	6.60858669813135	3.78747793991046	2.68573080490815	3.01876852669361e-09	1.39484438575503e-08
chr17	88404503	88404903	401	*	5.0969757897456	5.95462432346516	2.68514814036047	3.10323219978421	3.03098480815884e-09	1.39915010957887e-08
chr8	67086178	67086578	401	*	5.0969757897456	5.95462432346516	2.68514814036047	3.10323219978421	3.03098480815884e-09	1.39915010957887e-08
chr13	32267132	32267532	401	*	5.28043059658265	6.15685701818582	2.67376064954351	3.30996449308827	3.04054138226914e-09	1.40256944184751e-08
chr7	89766672	89767072	401	*	5.29510520440109	6.14603149231232	2.94654152077577	3.04627534304172	3.04129689471749e-09	1.40256944184751e-08
chr2	106650040	106650440	401	*	5.82967058016277	6.62407161864224	3.91723023494011	2.63019393807924	3.04642453540529e-09	1.40426356746582e-08
chr2	149739762	149740162	401	*	5.73265798534789	6.55877007181294	3.59405039245368	2.8240203983105	3.09480093957646e-09	1.42588228404055e-08
chr9	94759911	94760311	401	*	5.34705140463221	6.21197580052601	2.86311317884307	3.12910722991405	3.12471569157043e-09	1.43897851375754e-08
chr13	53734809	53735209	401	*	5.43416578367957	6.2844318024606	3.09165345921508	3.00833314233351	3.13769681472376e-09	1.44426778549987e-08
chrX	162063445	162063845	401	*	4.99464172764321	5.88049409474578	2.27815067812192	3.33682165129072	3.14089711965194e-09	1.44505209549684e-08
chr12	44345203	44345603	401	*	5.33463828827284	6.19535516887383	2.89288292426733	3.15205954009405	3.14387659822743e-09	1.44506589810996e-08
chr9	31176300	31176700	401	*	5.61631862692477	6.42730687989672	3.59062582954911	2.72339285494454	3.14391990465882e-09	1.44506589810996e-08
chr6	82458817	82459217	401	*	5.83138800287577	6.64157562745967	3.81140180450508	2.73447198487563	3.15997230895657e-09	1.45175321539456e-08
chr5	84690690	84691090	401	*	5.2541597111304	6.10646317588514	2.89288292426733	3.06930107992916	3.17617991502488e-09	1.45850544172113e-08
chr1	178855986	178856386	401	*	6.07462217290738	6.84950112980882	4.28353148597247	2.45888808325119	3.18210335964244e-09	1.46053099544045e-08
chr2	146290922	146291322	401	*	5.94122033092042	6.73369472581656	4.04129601760033	2.57108141064425	3.19030475626853e-09	1.46359966894466e-08
chr4	88644277	88644677	401	*	4.7618624124535	5.73239155499148	0.133818541735359	4.835940624389	3.19317882441061e-09	1.46422259768914e-08
chr10	49322476	49322876	401	*	5.52509788573385	6.37307907393175	3.20331124835402	3.03676359726229	3.22943812663513e-09	1.48014636871929e-08
chr1	126168069	126168469	401	*	5.10361078556398	5.97077339477235	2.59666850686454	3.16571968717594	3.23663389888537e-09	1.48274068128729e-08
chr1	59394611	59395011	401	*	5.0739085449786	5.94055137843779	2.57234443984626	3.15962798736062	3.27595814680521e-09	1.50004399353712e-08
chr10	54269691	54270091	401	*	5.22739208916885	6.08278341981692	2.83715123380552	3.06214817426191	3.28946251327433e-09	1.50551371993792e-08
chr8	92408113	92408513	401	*	5.34337307967415	6.18536010200762	3.07443621033887	2.9554658914059	3.31439264619992e-09	1.51620510584333e-08
chr4	58725476	58725876	401	*	5.06629780735379	5.93764637401586	2.51522313891816	3.25942415431556	3.31730127898311e-09	1.5168171615123e-08
chr15	13635430	13635830	401	*	5.07676747680723	5.93893820930702	2.62058925685171	3.16521489276726	3.32685772135569e-09	1.52046687246246e-08
chr10	4105823	4106223	401	*	5.0137843587975	5.89316426917506	2.37367023148051	3.30501613286823	3.32911620941863e-09	1.5207793393735e-08
chr18	42644802	42645202	401	*	5.27546575209979	6.12214481210988	2.96534441638546	2.98929885907471	3.33713741599105e-09	1.52372274355676e-08
chrUn_GL456359	20260	20660	401	*	5.59904457533224	6.42914660172102	3.42890333301079	2.85124125738101	3.34333588875367e-09	1.52552880574398e-08
chr16	49982041	49982441	401	*	5.50070982384581	6.32857402232869	3.34835030919145	2.84280207926874	3.34425233691624e-09	1.52552880574398e-08
chr1	41918541	41918941	401	*	5.39384798289523	6.23522053696987	3.13020885480485	2.94203903644401	3.34856905842087e-09	1.52666769340035e-08
chr1	54640110	54640510	401	*	5.34655262859884	6.18590425426608	3.10018563963931	2.93778621570407	3.34991078214284e-09	1.52666769340035e-08
chr16	93369491	93369891	401	*	5.53677215510509	6.37140562216276	3.329851410272	2.93073475955778	3.35272065870042e-09	1.5272275189184e-08
chr19	21152071	21152471	401	*	5.07335008547835	5.96666254760345	2.26303223086436	3.46175917624905	3.40105086179087e-09	1.54851240793562e-08
chr11	118940774	118941174	401	*	5.82396756797703	6.62647889463413	3.8574249152171	2.66002866555891	3.41380284098249e-09	1.5535859583114e-08
chr13	102702055	102702455	401	*	4.90177125428775	5.78310753971292	2.23903043354063	3.34034156718069	3.44170234567139e-09	1.56554496241868e-08
chr14	23095829	23096229	401	*	5.42061123085228	6.27222140570189	3.06574991573825	3.01360279968087	3.44852633145147e-09	1.56791048883366e-08
chr15	57162511	57162911	401	*	5.55110080036512	6.37284012820445	3.44618208256368	2.80264616088996	3.45901422684568e-09	1.57193884181876e-08
chr18	73867640	73868040	401	*	5.80371645710126	6.60655586574567	3.83493540821698	2.6565378477603	3.49161082207106e-09	1.58600591292287e-08
chr1	86434492	86434892	401	*	5.91849110122806	6.68865830580971	4.15499017896654	2.45388225015905	3.53914308352201e-09	1.60684084426761e-08
chr7	139850171	139850571	401	*	5.01401377549135	5.87914882734782	2.52792753706438	3.17614296306794	3.57775604503858e-09	1.62360855859669e-08
chr1	128578521	128578921	401	*	4.78990901028333	5.69781691829958	1.77456260913649	3.59670562909733	3.62271148533562e-09	1.64323742667384e-08
chr1	72433802	72434202	401	*	4.86789467333254	5.74900484451456	2.20778879266958	3.32921857734275	3.62864993775939e-09	1.64515833093626e-08
chr6	36876354	36876754	401	*	4.80282230209878	5.69819840556718	1.96534441638546	3.46808143697059	3.6763176369077e-09	1.66598777192012e-08
chr2	57378380	57378780	401	*	5.52598387207006	6.35027013949033	3.40155108872813	2.82720391114202	3.69444326668722e-09	1.67341644589111e-08
chr6	63877407	63877807	401	*	4.88647940164831	5.78058789293508	2.06574991573825	3.48155662348931	3.72394028932459e-09	1.68598646854231e-08
chr3	105408216	105408616	401	*	5.29594133684717	6.1479877001983	2.93704736923641	3.0243925644705	3.72857956654665e-09	1.68729582353051e-08
chr11	76647172	76647572	401	*	5.16151000525387	6.01203925034835	2.81658858800697	3.03268563491853	3.73847707247141e-09	1.69098234608227e-08
chr17	63110310	63110710	401	*	5.32169156791157	6.17447297345403	2.95597360104027	3.02694805636705	3.76644068199084e-09	1.70283322406299e-08
chr15	64364240	64364640	401	*	5.34715654267634	6.19967268035803	2.9839054000833	3.03621812928896	3.77743094370088e-09	1.70700283684227e-08
chr7	40751813	40752213	401	*	5.32215823281969	6.15962992451069	3.09165345921508	2.9308998251509	3.82271885679382e-09	1.72666024322067e-08
chr14	75565976	75566376	401	*	5.33189934127132	6.1725523740701	3.07443621033887	2.94604551458899	3.86708894358179e-09	1.7458848961276e-08
chr1	187077066	187077466	401	*	5.32363366967467	6.18780717251342	2.84732368657453	3.13531580944851	3.87219228643717e-09	1.74737200514597e-08
chr16	43800200	43800600	401	*	5.53695009796695	6.36087658483367	3.41529203174648	2.83583485908232	3.95826351402513e-09	1.78537836314529e-08
chr7	71546667	71547067	401	*	5.46796879810462	6.29401807996629	3.329851410272	2.84203649470136	3.98802256195112e-09	1.79754948551185e-08
chr19	50487701	50488101	401	*	5.73728476875843	6.52979152879185	3.83715123380552	2.59729699663605	3.98897022621093e-09	1.79754948551185e-08
chr3	149295737	149296137	401	*	5.90175085659994	6.68731379318814	4.04571994459933	2.55913398641049	4.02253393173561e-09	1.81182883296506e-08
chr14	80070495	80070895	401	*	5.48110662261699	6.30554548064026	3.3554951996694	2.81977584032797	4.11156292158594e-09	1.85088026092945e-08
chr15	8785483	8785883	401	*	5.74503342804269	6.53873504373601	3.83715123380552	2.61652948032556	4.11306724650990e-09	1.85088026092945e-08
chr18	11900807	11901207	401	*	5.32236843149169	6.1711789502824	2.99309710467868	3.04981860111077	4.12338219991448e-09	1.85465775056237e-08
chr5	38651405	38651805	401	*	4.86857273141383	5.74974113219832	2.20778879266958	3.31675208531304	4.12724071425617e-09	1.85552903061322e-08
chrX	136275376	136275776	401	*	4.9230372907359	5.80021671722252	2.30792042354617	3.26544863177494	4.13285071234021e-09	1.85718656719727e-08
chr15	61345206	61345606	401	*	5.30169445411299	6.14659067956691	3.0073766264018	2.98375223100946	4.14846014931444e-09	1.86333393776417e-08
chr10	32870729	32871129	401	*	5.35732349921702	6.21037199078158	2.98911707208419	3.03584604809941	4.16683872004515e-09	1.87071880611232e-08
chr8	91383850	91384250	401	*	5.39676961421266	6.23364237481239	3.17127769312621	2.94143293887636	4.19407962611702e-09	1.88207374300242e-08
chr16	63091502	63091902	401	*	6.10967194175253	6.86380613384439	4.43566112796239	2.35905387677718	4.20600431816256e-09	1.88643180275843e-08
chr13	104883703	104884103	401	*	5.04933976418691	5.92699094800961	2.42890333301079	3.26455612443183	4.20769814967553e-09	1.88643180275843e-08
chr4	62582709	62583109	401	*	6.38496521685872	7.09539615545769	4.92581456370662	2.11316968316165	4.28466370118459e-09	1.92004628131506e-08
chr12	12723093	12723493	401	*	5.57958260334802	6.4067469775361	3.43273358531512	2.82170931507692	4.29323638779831e-09	1.92299553789278e-08
chr19	28333090	28333490	401	*	5.48468925579285	6.341784302633	3.07818799047497	3.08946763623127	4.31134586886217e-09	1.93021173183134e-08
chr3	116988216	116988616	401	*	5.36624207664529	6.22470459782968	2.94654152077577	3.06810788576248	4.32392913863195e-09	1.9349482711663e-08
chr9	74925139	74925539	401	*	5.04113701998088	5.91132888793437	2.50240587094673	3.18717781655464	4.34631043738668e-09	1.94380855040962e-08
chr2	97299712	97300112	401	*	5.09290486045184	5.95366603508978	2.6507124164594	3.12463682807996	4.34775444639618e-09	1.94380855040962e-08
chr2	64394903	64395303	401	*	5.51386782154145	6.34978459106046	3.29633703133194	2.93997118778858	4.35882766519049e-09	1.94785741613811e-08
chr8	57989831	57990231	401	*	5.22338573392497	6.08219894073894	2.80027867486498	3.11619670186451	4.37088840995073e-09	1.95234363436143e-08
chr7	115615707	115616107	401	*	5.63382605821348	6.44939196358568	3.57500220616843	2.75237416685038	4.38024848896716e-09	1.95488548192645e-08
chr10	8521040	8521440	401	*	5.2041184926514	6.05484105947419	2.8574249152171	3.03830040618085	4.38062771346054e-09	1.95488548192645e-08
chr5	106577526	106577926	401	*	5.51747252676022	6.33885133955557	3.41529203174648	2.81215713075324	4.40117268679078e-09	1.96314663447291e-08
chr2	172468426	172468826	401	*	5.33469120282408	6.17365017249167	3.09165345921508	2.92377279820122	4.4043234808656e-09	1.96337659119941e-08
chr4	132269819	132270219	401	*	5.35342750545426	6.22496937992727	2.80027867486498	3.21823011275911	4.40575445079125e-09	1.96337659119941e-08
chr13	110333106	110333506	401	*	5.31618771263233	6.17502124684363	2.89288292426733	3.07508296486525	4.44693230209952e-09	1.98081297238815e-08
chr14	22745898	22746298	401	*	5.1393707286003	5.99727839962522	2.72504183691686	3.09516869213555	4.45179320426922e-09	1.98206394530327e-08
chr1	178893671	178894071	401	*	5.3285882186571	6.17145373965815	3.05203932852376	2.99404525543551	4.4705787311443e-09	1.98951054408574e-08
chr5	130924200	130924600	401	*	5.2419509576848	6.09293213711159	2.89288292426733	3.05749808987428	4.48737276921829e-09	1.99606443262741e-08
chr1	75704837	75705237	401	*	5.72885358902819	6.53000584543428	3.77154123231456	2.64126100385021	4.53967569523543e-09	2.01840000869653e-08
chr4	65296960	65297360	401	*	5.38949555230983	6.23285264588014	3.10866765678697	3.00071785068514	4.54372157659126e-09	2.01926917925181e-08
chrX	10724682	10725082	401	*	5.01811954001406	5.9126444941571	2.19191055190986	3.42184236021216	4.588336337309e-09	2.03815841809536e-08
chr11	67599165	67599565	401	*	4.97667917167369	5.84898584803007	2.41529203174648	3.21382138966372	4.61629850121101e-09	2.04963653453769e-08
chr4	149505273	149505673	401	*	5.08423098063086	5.94055137843779	2.68514814036047	3.07638533040759	4.62297914732481e-09	2.05129589239096e-08
chr11	106674626	106675026	401	*	5.41711597608797	6.24670395233985	3.251081245699	2.85725753610687	4.62428410244912e-09	2.05129589239096e-08
chr2	94265880	94266280	401	*	5.24428700352949	6.1067505710315	2.7851844310925	3.1353140869932	4.6648837493896e-09	2.06835548061779e-08
chr14	65126788	65127188	401	*	5.36973184890136	6.22019585098648	3.02540796304232	3.05617030886371	4.67843531453313e-09	2.07341210795991e-08
chr1	160534902	160535302	401	*	5.79936249634291	6.59822868853159	3.8574249152171	2.63583332262501	4.68248322004196e-09	2.07425414935528e-08
chr2	170467635	170468035	401	*	4.89294841120134	5.784904597014	2.10018563963931	3.41196938260578	4.7686513730653e-09	2.11055255253953e-08
chr4	153727396	153727796	401	*	4.96132148931936	5.86669384629145	1.9839054000833	3.56385331386672	4.76879535015144e-09	2.11055255253953e-08
chr17	79315801	79316201	401	*	5.30606056578335	6.14631111303217	3.05203932852376	2.96762188994767	4.80254582493267e-09	2.12451603441937e-08
chr1	82544310	82544710	401	*	5.01854821140494	5.87847572294903	2.58455773620131	3.119467787519	4.8270860010341e-09	2.13439420842428e-08
chr8	126566708	126567108	401	*	5.52649875815074	6.36304355497414	3.30374354317767	2.92291513187623	4.83751939863314e-09	2.13802859645768e-08
chr10	70686448	70686848	401	*	5.34571712955475	6.19751553972671	2.98911707208419	3.02936205428841	4.86506422501875e-09	2.14921890306524e-08
chr8	47354814	47355214	401	*	4.93113223465223	5.79915013623285	2.41529203174648	3.19457182317619	4.8785508806e-09	2.15419139707152e-08
chr13	45239066	45239466	401	*	5.55181174990168	6.37188394934566	3.45950637271375	2.80449108103346	5.00172411572496e-09	2.20757083114972e-08
chr11	11868174	11868574	401	*	5.62909812940084	6.43850585253249	3.61464614965923	2.71053265332271	5.02609781941861e-09	2.21731505902812e-08
chr6	101354289	101354689	401	*	5.38189576475199	6.22284976120176	3.12185290846675	2.93446094674717	5.03656178435172e-09	2.22091676490797e-08
chr17	75870489	75870889	401	*	5.7510895567277	6.53979969074411	3.87526285118017	2.56971969595111	5.0621395860451e-09	2.23117672215598e-08
chr15	92839628	92840028	401	*	5.14443307390215	5.99944691340066	2.75776778053864	3.05271761059436	5.06875707138334e-09	2.23307422620205e-08
chr14	8329607	8330007	401	*	5.47380102117521	6.3042930564673	3.30053537886695	2.87826216891642	5.08627273640793e-09	2.23976907503381e-08
chr19	32392489	32392889	401	*	4.78041422043213	5.68060000024197	1.87741764138368	3.54597260246073	5.0978079987059e-09	2.24382551702383e-08
chr2	50233518	50233918	401	*	4.85133954273582	5.73239155499148	2.19191055190986	3.30884446572907	5.10255748395268e-09	2.24489283018364e-08
chr13	51902846	51903246	401	*	6.04635270896876	6.84485695487711	4.10683220176041	2.65543553881108	5.15439993419955e-09	2.26666849565415e-08
chr12	27083163	27083563	401	*	5.83286489906614	6.62627844164878	3.92685526269723	2.59750560762441	5.19835438450926e-09	2.28495713660473e-08
chr2	27572533	27572933	401	*	5.56673079650664	6.38304526686014	3.50240587094673	2.77322628752071	5.20497128003422e-09	2.28682473390766e-08
chr6	22922932	22923332	401	*	5.0213454687413	5.89649263451699	2.42890333301079	3.23795354674602	5.31008044491614e-09	2.33194392253548e-08
chr12	86191972	86192372	401	*	5.54453740360259	6.37522780645578	3.36967969451629	2.84655155435075	5.32846594237752e-09	2.33895434570635e-08
chr18	81153526	81153926	401	*	5.31845669098987	6.17392449162261	2.92749032404148	3.04281973250075	5.42408431230812e-09	2.37984471621806e-08
chr10	95057105	95057505	401	*	5.63436112753433	6.44916532964661	3.58111053900595	2.75062149816865	5.42828110817723e-09	2.38060448054803e-08
chr5	149380463	149380863	401	*	5.40881769623041	6.2562843129165	3.09165345921508	3.03191178649629	5.43652798337018e-09	2.38313893487998e-08
chr7	129801489	129801889	401	*	5.10183401495823	5.95462432346516	2.73603317504016	3.04129292819857	5.4636813646255e-09	2.39395512423722e-08
chrX	103563698	103564098	401	*	5.94445946245791	6.74016646934728	4.02346339191605	2.60825174891847	5.50450831081342e-09	2.41074996632767e-08
chr11	32113019	32113419	401	*	5.49633234070067	6.31673308419948	3.40155108872813	2.7901474191388	5.53147966927807e-09	2.42090219299773e-08
chr4	127227242	127227642	401	*	5.42644905806283	6.25964833585982	3.23128321968008	2.8863086982361	5.53270284761933e-09	2.42090219299773e-08
chr1	131770707	131771107	401	*	5.91493919842342	6.67982755708168	4.1816310075857	2.41843995650998	5.55849019112709e-09	2.43108422897257e-08
chr17	31766769	31767169	401	*	6.56948392254193	7.25228167373004	5.22849610025291	1.99041366324634	5.56907217130934e-09	2.43460977629399e-08
chr12	10874795	10875195	401	*	5.63521552288414	6.43782069212438	3.66803301936507	2.65955407848081	5.61389357049176e-09	2.45309367467144e-08
chr11	80565492	80565892	401	*	5.43433053934893	6.25887271880377	3.30792042354617	2.81632366257867	5.61694455948815e-09	2.45331676214279e-08
chr19	31445678	31446078	401	*	5.21527400613139	6.05394709904564	2.97465475755545	2.93836679574321	5.63531052466109e-09	2.46022575662984e-08
chr6	127336706	127337106	401	*	5.45113858777601	6.29199758812461	3.19191055190986	2.96654542229375	5.63962174124548e-09	2.46099535269804e-08
chr18	15088894	15089294	401	*	5.01298153604474	5.88049409474578	2.50240587094673	3.16036253573533	5.66507667396375e-09	2.47098669559476e-08
chr13	48130869	48131269	401	*	5.58557220916986	6.39529775029365	3.56886790080446	2.71694813972209	5.67848622922248e-09	2.47537665664961e-08
chr12	91679403	91679803	401	*	5.68286626792851	6.48001378626627	3.75236474932112	2.6157340050669	5.68026785868855e-09	2.47537665664961e-08
chr2	102943964	102944364	401	*	5.1704886854982	6.01234608255088	2.90267121050852	2.95882811055918	5.76266057182159e-09	2.51014944258372e-08
chr13	47397916	47398316	401	*	5.79823631352949	6.57853067562383	3.97465475755545	2.51374665703182	5.78300143941614e-09	2.51787398108393e-08
chr18	44633781	44634181	401	*	5.09069270852914	5.93990632722379	2.75776778053864	3.01934912718893	5.78762545905483e-09	2.51875164750304e-08
chr16	57453101	57453501	401	*	4.86528673726336	5.74753114088133	2.19191055190986	3.34770258507486	5.79108401605128e-09	2.51912154698231e-08
chr2	20518638	20519038	401	*	5.03673392982592	5.89482941168274	2.62058925685171	3.10522023984969	5.80305249045724e-09	2.52319126070894e-08
chr5	84281738	84282138	401	*	5.49073333545377	6.32980555315611	3.24673626728755	2.93564370973129	5.87542478947372e-09	2.5535093245701e-08
chr1	152811093	152811493	401	*	4.93422298320581	5.81571966659786	2.26960985012535	3.35309856522299	5.88141046756461e-09	2.55496090352098e-08
chr1	66386737	66387137	401	*	5.49175795268001	6.31573897349777	3.36967969451629	2.83547504799269	5.89146148838175e-09	2.55817642056217e-08
chr3	127713120	127713520	401	*	5.0179371150401	5.87780230435977	2.58455773620131	3.12649389835743	5.90656644868679e-09	2.56358257056038e-08
chrX	60544175	60544575	401	*	5.02839784967531	5.89616014331158	2.51522313891816	3.16558734328585	5.91855763530622e-09	2.56763302264835e-08
chr13	91915713	91916113	401	*	5.00622344555531	5.86363608826974	2.59666850686454	3.08941194968081	5.92179608063472e-09	2.56788436240186e-08
chr1	9622633	9623033	401	*	5.43721724844838	6.27119613442903	3.23567491718056	2.87510673466164	5.93976656011725e-09	2.57452090085513e-08
chr16	67611033	67611433	401	*	5.49963014328277	6.31772651036593	3.42211373452668	2.76793403054307	5.98492903432806e-09	2.59293224246326e-08
chr16	37945072	37945472	401	*	5.34440111378223	6.19562539221392	2.99309710467868	3.0725128788246	5.9934098198388e-09	2.59459551815879e-08
chr1	41431278	41431678	401	*	5.32813245861522	6.15962992451069	3.14677694374767	2.87815646028556	5.9968284110287e-09	2.59459551815879e-08
chr8	69160756	69161156	401	*	5.32813245861522	6.15962992451069	3.14677694374767	2.87815646028556	5.9968284110287e-09	2.59459551815879e-08
chr17	44031147	44031547	401	*	5.4403034867885	6.29123917355669	3.09165345921508	3.06286086246483	6.01325878279824e-09	2.60053918788547e-08
chrX	56786386	56786786	401	*	5.15811623426302	6.02756163478876	2.62728998275453	3.16369004710059	6.01990838701065e-09	2.60224956550411e-08
chr3	57625434	57625834	401	*	5.77773133484741	6.56983122434266	3.8802254343172	2.5815920317316	6.0277004614268e-09	2.60445205172253e-08
chr4	49232413	49232813	401	*	5.05581580229571	5.91034139535701	2.67376064954351	3.05448697852542	6.04395477178739e-09	2.61030730014091e-08
chr8	61515116	61515516	401	*	5.6356139257	6.4382775018828	3.66803301936507	2.65347903843377	6.05321135313643e-09	2.61288610544875e-08
chr10	43276315	43276715	401	*	4.96249183070851	5.86669384629145	2.00223061760323	3.55568932057038	6.05533716888713e-09	2.61288610544875e-08
chr1	89550347	89550747	401	*	5.86552505733677	6.64415190895401	4.05203932852376	2.50446832853358	6.12003733508841e-09	2.63962485685345e-08
chr7	118593866	118594266	401	*	6.07361566608116	6.82288442609541	4.4255125279085	2.34093085232912	6.13521709555335e-09	2.64499069159637e-08
chr3	144546258	144546658	401	*	5.38778983370361	6.22205410062157	3.18390541380712	2.89151509434552	6.17640162394581e-09	2.66155780823047e-08
chr9	28999880	29000280	401	*	5.25559064917651	6.09409219939962	3.01642046482867	2.93259534695567	6.19881162004706e-09	2.67002336372857e-08
chr16	35596658	35597058	401	*	5.47947246572041	6.30554548064026	3.34116985773689	2.82332086245132	6.21939054716193e-09	2.67769302335902e-08
chr9	30140178	30140578	401	*	6.00925143652457	6.76706638322094	4.31526785719733	2.36455460327264	6.22433421612184e-09	2.67862725156366e-08
chr14	24205481	24205881	401	*	5.64165692360737	6.44735097531716	3.65322978511614	2.70204016908841	6.24205952641425e-09	2.68505874595022e-08
chr14	103849961	103850361	401	*	4.99363152263097	5.86499589200203	2.44238741593825	3.2120585570904	6.30836017623816e-09	2.71237017907088e-08
chr7	116421141	116421541	401	*	5.13901910920854	5.9836173857529	2.84732368657453	2.99037038445919	6.33712932716322e-09	2.72352727692102e-08
chr17	37028539	37028939	401	*	5.61133033766196	6.41602029428699	3.62984851843353	2.68172906868663	6.34147863209144e-09	2.72418412589444e-08
chr3	75925019	75925419	401	*	5.55641963845768	6.40698037338404	3.21120972175159	3.04226096138065	6.35313618547476e-09	2.7279784856883e-08
chr2	51610313	51610713	401	*	5.17255835720949	6.02604293130268	2.80027867486498	3.08102140811218	6.35633086098216e-09	2.72813720553354e-08
chr4	11762239	11762639	401	*	5.66190357853572	6.47002749831743	3.65650908664901	2.68075977115474	6.39223691489184e-09	2.74232927086231e-08
chr7	137231219	137231619	401	*	5.02018687952558	5.87780230435977	2.60867845883986	3.11742018589451	6.39670717148163e-09	2.74302847047061e-08
chr1	135563658	135564058	401	*	5.19201879445825	6.04141617090175	2.8574249152171	3.01790794720125	6.47030111559692e-09	2.7733554315721e-08
chr4	56128086	56128486	401	*	5.80390522832596	6.5988417661918	3.88796376391987	2.58495939462926	6.48092370478243e-09	2.77667614095315e-08
chr5	134512139	134512539	401	*	5.55823634519265	6.37427320929935	3.49595428054454	2.73926246701785	6.48842428154232e-09	2.77865690850795e-08
chr9	22826552	22826952	401	*	5.83239239714799	6.6457350293065	3.78976780843397	2.7262537276786	6.50661718253621e-09	2.78521286045001e-08
chr1	163338770	163339170	401	*	5.65108518333391	6.44803162561229	3.7219148358927	2.62928446214737	6.56233478073343e-09	2.80627097742548e-08
chr14	98122962	98123362	401	*	6.01442594443549	6.7755612289515	4.30214035278355	2.38691963819642	6.56263877046778e-09	2.80627097742548e-08
chr12	29954406	29954806	401	*	5.21232547048259	6.05394709904564	2.94654152077577	2.94799248120406	6.56452949984897e-09	2.80627097742548e-08
chr8	111716717	111717117	401	*	5.81836041253602	6.62407161864224	3.82981428411083	2.68317921419673	6.58367213986264e-09	2.81234825751796e-08
chr1	77532639	77533039	401	*	5.25970605503752	6.10732518962774	2.94117346379296	3.03249124829183	6.58457016697536e-09	2.81234825751796e-08
chr6	28367588	28367988	401	*	4.91430621916645	5.78202822988913	2.40155108872813	3.19100716241666	6.5987553644543e-09	2.81716094405549e-08
chr6	127133966	127134366	401	*	5.73808296168793	6.55982004135968	3.63318133764745	2.7739881548854	6.64093197166766e-09	2.83391427531571e-08
chr15	27173493	27173893	401	*	5.08189399018666	5.9379694413002	2.68514814036047	3.10693688632995	6.70063078938397e-09	2.85812683450005e-08
chr6	115891605	115892005	401	*	5.48163131487491	6.3042930564673	3.36967969451629	2.82408236219427	6.73863388304467e-09	2.87306787675772e-08
chr14	85508460	85508860	401	*	6.12653185444865	6.87847572294903	4.46425261110307	2.35676741478366	6.78578441642612e-09	2.89129973390988e-08
chr5	149329404	149329804	401	*	5.35666306985699	6.18508794889326	3.19987151658547	2.84973152144054	6.78738375973254e-09	2.89129973390988e-08
chrX	169905966	169906366	401	*	5.08849168089823	5.95653899274164	2.57234443984626	3.14954531406128	6.80525224172389e-09	2.89763319657529e-08
chr9	57501814	57502214	401	*	5.64943548344072	6.44780477785922	3.71081499067414	2.63717746894975	6.8833076047719e-09	2.92957697396572e-08
chr2	163195833	163196233	401	*	5.17103847485718	6.01295955125419	2.90267121050852	2.94856974257095	6.92801750776832e-09	2.94730683138849e-08
chr11	20347483	20347883	401	*	5.46773052765422	6.30354107975236	3.251081245699	2.92649216629637	6.93389819874969e-09	2.94850968319356e-08
chr10	83106344	83106744	401	*	5.44336342742605	6.28290659265198	3.19536929420037	2.94891779382799	6.94016236792719e-09	2.94987447126201e-08
chr17	25609109	25609509	401	*	5.27121090673914	6.10732518962774	3.05203932852376	2.92905247701268	7.01001435842479e-09	2.9765424309152e-08
chr14	62874232	62874632	401	*	5.27223616751764	6.10847374067208	3.05203932852376	2.91435048684288	7.01157053339456e-09	2.9765424309152e-08
chr2	146302239	146302639	401	*	5.68113604413629	6.49081250289095	3.6647798372747	2.70621502796434	7.01215080287054e-09	2.9765424309152e-08
chr2	37842115	37842515	401	*	5.35421138595613	6.18590425426608	3.17127769312621	2.87595552187858	7.02487966413979e-09	2.98063545327759e-08
chr5	118064270	118064670	401	*	5.42511313049454	6.27196515618401	3.11344828323749	2.96580260309827	7.07091886062421e-09	2.99885214918963e-08
chr3	142311066	142311466	401	*	5.0072958939252	5.88116625832979	2.42890333301079	3.2204534519277	7.10974071072203e-09	3.01399324159099e-08
chr5	3355625	3356025	401	*	5.28583117595667	6.12100709767677	3.07443621033887	2.89707229235078	7.17766491356924e-09	3.04145283327504e-08
chr5	40295274	40295674	401	*	5.12595240207248	5.9836173857529	2.71396611673403	3.0735389230498	7.24132909786136e-09	3.06708399552838e-08
chr13	54322594	54322994	401	*	5.69678839329565	6.52187019118021	3.5661987991807	2.78912845322683	7.2559513070877e-09	3.07192993303577e-08
